run,cs,psnr,ssim,lpips
FP32,0.9405423164367676,22.76059181690216,0.18323244616622106,0.5213106673210859
Naive int4 dequant,0.6621457099914551,22.149712884426116,0.1410268684499897,0.6486153248697519
