gm,cs,psnr,ssim,lpips,final_loss_gm,final_loss_fi,final_loss_tv
0.0001,0.6722186207771301,10.183520287275314,0.03815635456703603,0.6997956372797489,0.6747350692749023,0.16190581023693085,1.0869640111923218
0.001,0.6763304471969604,8.856188118457794,0.0206578834913671,0.7510849498212337,61.21126937866211,0.5805354714393616,2.0902514457702637
0.01,0.6722186207771301,8.642210245132446,0.017994406254729256,0.758275493979454,43.699256896972656,0.656862199306488,2.256685256958008
0.1,0.6722186207771301,8.62299793958664,0.018693738034926355,0.7601746320724487,40.899085998535156,0.668188214302063,2.27750301361084
