batch,iter_0,iter_4999
0.0,0.27042195200920105,0.21827122569084167
1.0,0.2654758095741272,0.23462848365306854
2.0,0.2807002067565918,0.22922632098197937
3.0,0.24782761931419373,0.20252251625061035
4.0,0.23886050283908844,0.20632636547088623
5.0,0.24412351846694946,0.21495985984802246
6.0,0.2527962327003479,0.22159430384635925
7.0,0.23040786385536194,0.19225367903709412
8.0,0.26156628131866455,0.2122751921415329
9.0,0.2600497007369995,0.21492616832256317
